"","unique_event_ID","same_whale_ID","ship","count","count_factor","ship_speed","distance","whale_behavior","visibility","waves","X_whale_UTM","Y_whale_UTM","ship_speed_scaled","grid_ID","ship_whale_dist_round","det_idx","det_prob","adjusted_count","adjusted_count_sum","count_sum"
"1053","2011-08-03-N-006","2011-08-03-N-006","Zuiderdam",1,"1",12.31737011,3991.690502,"BL-Blowing","excellent","calm",441061.3317,6490073.588,-0.692758796993,9910,3990,"1_excellent_3990",0.0347202414696191,28.8016430091657,259.496774373846,9
"1054","2011-08-03-N-024","2011-08-03-N-024","Zuiderdam",1,"1",15.8276685,892.6453848,"BL-Blowing","excellent","calm",436399.9898,6506439.895,0.361672380127,10448,890,"1_excellent_890",0.639357835366271,1.56406935941768,2.56406935941768,2
"1055","2011-08-03-N-027","2011-08-03-N-027","Zuiderdam",1,"1",13.54895632,1985.237457,"BL-Blowing","excellent","calm",438651.0049,6492686.423,-0.322812213296,9973,1990,"1_excellent_1990",0.154655143464526,6.46599898068941,123.954110811116,19
"1056","2011-08-07-N-002","2011-08-07-N-002","Volendam",1,"1",13.24571787,891.8311231,"DF-Dive-fluke-up","excellent","calm",438116.7357,6483548.089,-0.413899648112,9705,890,"1_excellent_890",0.639357835366271,1.56406935941768,238.273769528286,26
"1057","2011-08-07-N-004","2011-08-07-N-004","Volendam",1,"1",14.1961332,887.7601785,"BL-Blowing","excellent","calm",439150.0601,6490723.29,-0.128411793854,9923,890,"1_excellent_890",0.639357835366271,1.56406935941768,123.465856630739,21
"1058","2011-08-08-N-002","2011-08-08-N-002","Crystal Symphony",1,"1",14.23877899,657.3075989,"BL-Blowing","excellent","calm",439757.7693,6482123.245,-0.115601757341,9673,660,"1_excellent_660",0.863742062831041,1.15775304113632,189.356048766079,19
"1059","2011-08-08-N-003","2011-08-08-N-003","Crystal Symphony",1,"1",14.23003477,1198.233766,"BL-Blowing","excellent","calm",437604.9613,6483389.185,-0.118228365442,9705,1200,"1_excellent_1200",0.40665953775858,2.45905950100614,238.273769528286,26
"1060","2011-08-08-N-025","2011-08-08-N-025","Crystal Symphony",1,"1",15.06310546,927.9309375,"BL-Blowing","excellent","calm",439406.8718,6500289.6,0.13201124689,10246,930,"1_excellent_930",0.603140954951385,1.65798722801141,31.5762565485538,7
"1061","2011-08-08-N-026","2011-08-08-N-026","Crystal Symphony",1,"1",12.84358109,1944.092241,"BL-Blowing","excellent","calm",438289.5683,6488199.92,-0.534694381547,9857,1940,"1_excellent_1940",0.162949461321145,6.13687208225363,136.830777470419,23
"1062","2011-08-12-N-022","2011-08-12-N-022","Zaandam",1,"1",14.64324691,1993.632454,"BL-Blowing","excellent","calm",436297.1735,6490173.467,0.00589320907231,9906,1990,"1_excellent_1990",0.154655143464526,6.46599898068941,60.9529279022739,5
"1063","2011-08-12-N-023","2011-08-12-N-023","Zaandam",1,"1",14.14712981,3984.066497,"BL-Blowing","excellent","calm",440266.0561,6481958.035,-0.143131540286,9673,3980,"1_excellent_3980",0.0349126006101126,28.6429536191682,189.356048766079,19
"1064","2011-08-14-N-002","2011-08-14-N-002","Volendam",1,"1",11.35545426,1796.532561,"BL-Blowing","excellent","1'",439526.5255,6486157.107,-0.981701202828,9780,1800,"1_excellent_1800",0.189725265879769,5.27077927846317,155.037741618851,14
"1065","2011-08-14-N-004","2011-08-14-N-004","Volendam",1,"1",12.30832054,1992.297192,"BL-Blowing","excellent","1'",436572.4325,6490914.094,-0.6954771268,9921,1990,"1_excellent_1990",0.154655143464526,6.46599898068941,95.7607098058541,12
"1066","2011-08-14-N-005","2011-08-14-N-005","Volendam",1,"1",12.56065888,840.8201374,"DF-Dive-fluke-up","excellent","1'",437758.7792,6492454.436,-0.619679179356,9955,840,"1_excellent_840",0.686818520610562,1.45598869277874,310.853980729245,23
"1067","2011-08-14-N-006","2011-08-14-N-006","Volendam",1,"1",12.49641278,325.8824733,"BL-Blowing","excellent","1'",438228.3186,6492077.104,-0.638977564656,9956,330,"1_excellent_330",0.999919198289481,1.00008080823996,174.194666919862,16
"1068","2011-08-14-N-009","2011-08-14-N-009","Volendam",1,"1",8.953259945,870.8083387,"DF-Dive-fluke-up","excellent","calm",413247.1435,6524431.956,-1.70327763247,11057,870,"1_excellent_870",0.658075381082876,1.51958275411318,2.51962398617886,2
"1069","2011-08-14-N-010","2011-08-14-N-010","Volendam",1,"1",14.86713031,4492.779473,"BL-Blowing","excellent","calm",406611.8741,6528963.481,0.0731437988433,11271,4490,"1_excellent_4490",0.0267574464799403,37.3727739958179,37.3727739958179,1
"1070","2011-08-14-N-011","2011-08-14-N-011","Volendam",1,"1",15.1496642,1152.788715,"DF-Dive-fluke-up","excellent","calm",405423.2172,6528758.474,0.158011952234,11239,1150,"1_excellent_1150",0.43686039258781,2.28906080058287,12.7225433968356,2
"1071","2011-08-17-N-017","2011-08-17-N-017","Zuiderdam",1,"1",10.9347196,3984.676088,"DF-Dive-fluke-up","excellent","calm",439170.8923,6486134.16,-1.1080824085,9779,3980,"1_excellent_3980",0.0349126006101126,28.6429536191682,305.873688941087,25
"1072","2011-08-17-N-018","2011-08-17-N-018","Zuiderdam",1,"1",11.0202175,1586.265564,"BL-Blowing","excellent","calm",439016.8094,6486458.311,-1.08240036062,9800,1590,"1_excellent_1590",0.242561528300256,4.12266531715674,215.459996373458,21
"1073","2011-08-17-N-021","2011-08-17-N-021","Zuiderdam",1,"1",10.51564117,788.5422596,"BL-Blowing","excellent","calm",437766.2488,6485497.926,-1.23396611215,9756,790,"1_excellent_790",0.736091564061879,1.35852664100894,269.296635039187,36
"1074","2011-08-17-N-025","2011-08-17-N-025","Zuiderdam",1,"1",9.295085458,311.7423332,"DF-Dive-fluke-up","excellent","calm",438481.8636,6484126.982,-1.60059933051,9723,310,"1_excellent_310",0.999980418193418,1.00001958219004,198.84571856665,41
"1075","2011-08-24-N-036","2011-08-24-N-036","Zuiderdam",1,"1",12.99425067,3984.557079,"BL-Blowing","excellent","1'",438747.4684,6484881.602,-0.4894359206,9740,3980,"1_excellent_3980",0.0349126006101126,28.6429536191682,347.384780872174,26
"1076","2011-08-24-N-039","2011-08-24-N-039","Zuiderdam",1,"1",13.21127702,1686.268748,"BL-Blowing","excellent","1'",438956.0667,6485431.37,-0.424245066641,9757,1690,"1_excellent_1690",0.215193025031145,4.64699076494357,102.9233612615,15
"1077","2011-08-24-N-040","2011-08-24-N-040","Zuiderdam",1,"1",13.59002734,784.443549,"BL-Blowing","excellent","1'",438552.1257,6484179.601,-0.310475209671,9723,780,"1_excellent_780",0.746079659806123,1.34033944881953,198.84571856665,41
"1078","2011-08-28-N-018","2011-08-28-N-018","Volendam",1,"1",18.78053996,4991.372678,"SA-Surface-active","excellent","calm",437096.3458,6491130.187,1.24866242585,9922,4990,"1_excellent_4990",0.0211793870555066,47.215719575794,135.297817588741,17
"1079","2011-08-28-N-019","2011-08-28-N-019","Volendam",1,"1",19.25241124,1990.984786,"BL-Blowing","excellent","calm",438308.144,6493205.297,1.39040416229,9973,1990,"1_excellent_1990",0.154655143464526,6.46599898068941,123.954110811116,19
"1080","2011-08-28-N-020","2011-08-28-N-020","Volendam",1,"1",19.42005073,1690.973417,"DF-Dive-fluke-up","excellent","calm",438274.1824,6493137.829,1.44076008225,9973,1690,"1_excellent_1690",0.215193025031145,4.64699076494357,123.954110811116,19
"1081","2011-08-29-N-005","2011-08-29-N-005","Diamond Princess",1,"1",17.14230533,107.2487493,"DF-Dive-fluke-up","excellent","calm",436509.3204,6498754.235,0.75656589234,10171,110,"1_excellent_110",1,1,18.3688417556181,4
"1082","2011-08-31-N-005","2011-08-31-N-005","Zuiderdam",1,"1",18.08067022,1488.575553,"DF-Dive-fluke-up","excellent","calm",428665.1967,6509718.939,1.03843400884,10560,1490,"1_excellent_1490",0.274830420762854,3.63860739005629,20.7785152357873,3
"1083","2011-08-31-N-008","2011-08-31-N-008","Zuiderdam",1,"1",14.13876865,604.5218302,"BL-Blowing","excellent","calm",407710.3365,6529140.077,-0.145643083979,11272,600,"1_excellent_600",0.915233840809523,1.09261694160642,1.09261694160642,1
"1084","2011-09-02-N-002","2011-09-02-N-002","Statendam",1,"1",12.26653519,1792.195307,"BL-Blowing","excellent","calm",439907.1354,6482505.345,-0.708028702448,9689,1790,"1_excellent_1790",0.191864179366814,5.2120203119737,82.808827912311,12
"1085","2011-09-02-N-003","2011-09-02-N-003","Statendam",1,"1",16.61850659,1239.224169,"DF-Dive-fluke-up","excellent","calm",423416.7116,6514412.584,0.599226070869,10765,1240,"1_excellent_1240",0.384304567578559,2.6021028225109,149.494044329188,3
"1086","2011-09-02-N-005","2011-09-02-N-005","Statendam",1,"1",17.020223,2185.683468,"BL-Blowing","excellent","calm",410488.0076,6524397.06,0.719894532636,11055,2190,"1_excellent_2190",0.126771162571788,7.88822930793678,33.2750390704166,3
"1087","2011-09-05-N-002","2011-09-05-N-002","Coral Princess",1,"1",12.66732665,2489.37814,"BL-Blowing","excellent","calm",437409.8941,6479442.637,-0.587638079203,9588,2490,"1_excellent_2490",0.0966668898203218,10.3448037053715,27.3248487401603,4
"1088","2011-09-09-N-008","2011-09-09-N-008","Zaandam",1,"1",14.49029215,613.3346556,"DF-Dive-fluke-up","excellent","3'",411915.6802,6528957.767,-0.040051679286,11275,610,"1_excellent_610",0.907274297439991,1.10220250129608,1.10220250129608,1
"1089","2011-09-11-N-023","2011-09-11-N-023","Sea Princess",1,"1",14.93753734,1772.607536,"BL-Blowing","excellent","calm",410885.3918,6521708.127,0.094292817893,10974,1770,"1_excellent_1770",0.196242484055442,5.09573655680735,12.8701575916123,2
"1090","2011-09-11-N-035","2011-09-11-N-035","Sea Princess",1,"1",15.582894,1984.212861,"BL-Blowing","excellent","calm",435786.1687,6496942.518,0.288146475635,10100,1980,"1_excellent_1980",0.156266258483149,6.39933412181771,126.211218340171,16
"1091","2011-09-11-N-036","2011-09-11-N-036","Sea Princess",1,"1",15.89742515,1979.68653,"BL-Blowing","excellent","calm",437083.3726,6493318.413,0.382626036597,9989,1980,"1_excellent_1980",0.156266258483149,6.39933412181771,149.9789856879,16
"1092","2011-09-12-N-031","2011-09-12-N-031","Diamond Princess",1,"1",12.31403058,4967.482224,"SA-Surface-active","excellent","calm",439140.3227,6483757.951,-0.693761932384,9723,4970,"1_excellent_4970",0.0213688164844177,46.7971635550901,198.84571856665,41
"1093","2011-09-16-N-030","2011-09-16-N-030","Statendam",1,"1",17.25974449,1988.409628,"BL-Blowing","excellent","calm",427496.8917,6508011.647,0.791842526392,10512,1990,"1_excellent_1990",0.154655143464526,6.46599898068941,63.6999605344958,5
"1094","2011-09-16-N-031","2011-09-16-N-031","Statendam",1,"1",17.45727032,1487.653911,"DF-Dive-fluke-up","excellent","calm",437713.6442,6488850.535,0.851175771119,9873,1490,"1_excellent_1490",0.274830420762854,3.63860739005629,422.62221795978,36
"1095","2012-05-05-N-002","2012-05-05-N-002","Carnival Spirit",1,"1",18.36628934,4981.551709,"DF-Dive-fluke-up","excellent","1'",436643.3545,6500070.915,1.12422891042,10219,4980,"1_excellent_4980",0.0212737981336119,47.0061807355422,368.210136870036,9
"1096","2012-05-05-N-004","2012-05-05-N-004","Carnival Spirit",1,"1",18.48600052,1984.41032,"DF-Dive-fluke-up","excellent","1'",437097.102,6499894.944,1.16018801886,10220,1980,"1_excellent_1980",0.156266258483149,6.39933412181771,209.550993758075,13
"1097","2012-05-05-N-006","2012-05-05-N-006","Carnival Spirit",1,"1",18.84087006,608.2604273,"DF-Dive-fluke-up","excellent","1'",436021.0013,6500788.112,1.26678451443,10243,610,"1_excellent_610",0.907274297439991,1.10220250129608,52.7740493963272,4
"1098","2012-05-05-N-023","2012-05-05-N-023","Carnival Spirit",1,"1",18.27049218,4984.43625,"DF-Dive-fluke-up","excellent","1'",416375.9523,6516882.508,1.09545314809,10857,4980,"1_excellent_4980",0.0212737981336119,47.0061807355422,96.4781357294562,3
"1099","2012-05-05-N-025","2012-05-05-N-025","Carnival Spirit",1,"1",19.40912465,1497.623253,"DF-Dive-fluke-up","excellent","calm",429053.7829,6505839.885,1.43747808223,10420,1500,"1_excellent_1500",0.271354730339126,3.68521307423036,3.68521307423036,1
"1100","2012-05-05-N-026","2012-05-05-N-026","Carnival Spirit",1,"1",19.44837741,2382.921807,"BL-Blowing","excellent","calm",436797.3837,6497713.076,1.44926891291,10147,2380,"1_excellent_2380",0.10640067251393,9.39843683665706,56.9345891216999,12
"1101","2012-05-05-N-028","2012-05-05-N-028","Carnival Spirit",1,"1",19.40272026,694.2424023,"BL-Blowing","excellent","calm",437613.8677,6497615.165,1.43555431743,10127,690,"1_excellent_690",0.835394731525881,1.197038911382,12.1606129004235,11
"1102","2012-05-10-N-002","2012-05-10-N-002","Norwegian Pearl",1,"1",16.98974284,1187.703425,"DF-Dive-fluke-up","excellent","calm",438125.9266,6487254.199,0.71073883491,9819,1190,"1_excellent_1190",0.412494105005511,2.42427706933325,302.835897451425,32
"1103","2012-05-13-N-009","2012-05-13-N-009","Volendam",1,"1",17.97908169,1501.939433,"BL-Blowing","excellent","1'",436927.5127,6500096.493,1.007918622,10220,1500,"1_excellent_1500",0.271354730339126,3.68521307423036,209.550993758075,13
"1104","2012-05-13-N-010","2012-05-13-N-010","Volendam",1,"1",18.58601583,2991.629985,"BL-Blowing","excellent","1'",427419.6987,6510909.3,1.19023083839,10609,2990,"1_excellent_2990",0.0652363675290926,15.3288731098347,70.3869748585089,5
"1105","2012-05-13-N-014","2012-05-13-N-014","Volendam",1,"1",18.69287205,796.3820757,"BL-Blowing","excellent","calm",411433.0987,6522919.979,1.22232854557,11014,800,"1_excellent_800",0.72613566945592,1.37715311623416,12.9342476770641,3
"1106","2012-05-17-N-033","2012-05-17-N-033","Norwegian Pearl",1,"1",18.44557135,1992.887846,"DF-Dive-fluke-up","excellent","calm",430812.6304,6503795.491,1.14804381555,10354,1990,"1_excellent_1990",0.154655143464526,6.46599898068941,47.881455866748,5
"1107","2012-05-17-N-039","2012-05-17-N-039","Norwegian Pearl",1,"1",17.91261688,1487.322163,"BL-Blowing","excellent","calm",438233.7184,6486246.76,0.987953775698,9800,1490,"1_excellent_1490",0.274830420762854,3.63860739005629,215.459996373458,21
"1108","2012-05-19-N-003","2012-05-19-N-003","Coral Princess",1,"1",17.84382506,4983.694909,"DF-Dive-fluke-up","excellent","calm",435938.2217,6499670.986,0.967289936992,10219,4980,"1_excellent_4980",0.0212737981336119,47.0061807355422,368.210136870036,9
"1109","2012-05-19-N-005","2012-05-19-N-005","Coral Princess",1,"1",18.20512298,4983.694909,"BL-Blowing","excellent","calm",427519.0961,6508461.749,1.07581740354,10512,4980,"1_excellent_4980",0.0212737981336119,47.0061807355422,63.6999605344958,5
"1110","2012-05-21-N-029","2012-05-21-N-029","Amsterdam",1,"1",17.96035941,4983.812376,"DF-Dive-fluke-up","excellent","1'",437971.0069,6498874.915,1.00229478222,10172,4980,"1_excellent_4980",0.0212737981336119,47.0061807355422,98.8864800611189,7
"1111","2012-05-21-N-030","2012-05-21-N-030","Amsterdam",1,"1",17.70683246,3985.561808,"BL-Blowing","excellent","1'",438418.6409,6499927.969,0.926139797481,10221,3990,"1_excellent_3990",0.0347202414696191,28.8016430091657,258.974033346576,11
"1112","2012-05-21-N-032","2012-05-21-N-032","Amsterdam",1,"1",17.09885802,383.0504004,"BL-Blowing","excellent","1'",436126.7857,6499773.889,0.74351509348,10219,380,"1_excellent_380",0.998960538306456,1.00104054329844,368.210136870036,9
"1113","2012-05-21-N-033","2012-05-21-N-033","Amsterdam",1,"1",17.12772015,2487.8559,"DF-Dive-fluke-up","excellent","1'",436279.7374,6496593.344,0.752184763784,10100,2490,"1_excellent_2490",0.0966668898203218,10.3448037053715,126.211218340171,16
"1114","2012-05-22-N-006","2012-05-22-N-006","Westerdam",1,"1",12.94158413,2986.29085,"BL-Blowing","excellent","calm",434781.3987,6498603.223,-0.505256012113,10170,2990,"1_excellent_2990",0.0652363675290926,15.3288731098347,126.826752950329,6
"1115","2012-05-22-N-038","2012-05-22-N-038","Westerdam",1,"1",14.39262943,3984.672377,"DF-Dive-fluke-up","excellent","calm",438908.1173,6501295.206,-0.0693878226474,10268,3980,"1_excellent_3980",0.0349126006101126,28.6429536191682,282.632651045952,15
"1116","2012-05-24-N-003","2012-05-24-N-003","Sapphire Princess",1,"1",18.92001909,1008.327027,"SA-Surface-active","excellent","calm",430556.602,6504289.237,1.29055947473,10376,1010,"1_excellent_1010",0.536119394100373,1.86525615563308,56.0681625562699,4
"1117","2012-05-24-N-018","2012-05-24-N-018","Sapphire Princess",1,"1",19.17883669,1974.203906,"DF-Dive-fluke-up","excellent","calm",430208.0961,6504439.159,1.36830367659,10376,1970,"1_excellent_1970",0.157900817124941,6.33308945582425,56.0681625562699,4
"1118","2012-05-24-N-019","2012-05-24-N-019","Sapphire Princess",1,"1",18.68010677,1968.289334,"DF-Dive-fluke-up","excellent","calm",434464.7501,6500443.716,1.2184940826,10242,1970,"1_excellent_1970",0.157900817124941,6.33308945582425,281.999267203435,11
"1119","2012-05-24-N-020","2012-05-24-N-020","Sapphire Princess",1,"1",19.01208926,1468.26227,"RE-Resting","excellent","calm",434527.3626,6500455.714,1.31821571558,10242,1470,"1_excellent_1470",0.281960877695679,3.5465913149813,281.999267203435,11
"1120","2012-05-24-N-023","2012-05-24-N-023","Sapphire Princess",1,"1",19.25255845,587.8593858,"BL-Blowing","excellent","calm",436181.8214,6497579.01,1.39044838156,10126,590,"1_excellent_590",0.922895247887736,1.0835465913263,134.956319243445,10
"1121","2012-05-24-N-024","2012-05-24-N-024","Sapphire Princess",1,"1",19.34221126,1185.054492,"DF-Dive-fluke-up","excellent","calm",436235.9783,6496604.873,1.41737849047,10100,1190,"1_excellent_1190",0.412494105005511,2.42427706933325,126.211218340171,16
"1122","2012-05-25-N-003","2012-05-25-N-003","Statendam",1,"1",13.13711292,2987.969726,"DF-Dive-fluke-up","excellent","1'",437005.9924,6493228.314,-0.446522642668,9989,2990,"1_excellent_2990",0.0652363675290926,15.3288731098347,149.9789856879,16
"1123","2012-05-25-N-005","2012-05-25-N-005","Statendam",1,"1",12.94557948,1986.578705,"BL-Blowing","excellent","calm",433189.3571,6503783.546,-0.504055880063,10355,1990,"1_excellent_1990",0.154655143464526,6.46599898068941,57.8100127659581,4
"1124","2012-05-25-N-007","2012-05-25-N-007","Statendam",1,"1",16.27252167,1088.539148,"DF-Dive-fluke-up","excellent","calm",429033.5737,6507262.958,0.49529835706,10488,1090,"1_excellent_1090",0.476647093862118,2.09798824513399,99.5562077371566,8
"1125","2012-05-27-N-037","2012-05-27-N-037","Volendam",1,"1",15.03175187,1992.747638,"BL-Blowing","excellent","calm",434212.7866,6503691.784,0.122593186333,10356,1990,"1_excellent_1990",0.154655143464526,6.46599898068941,26.1172030662326,7
"1126","2012-05-27-N-038","2012-05-27-N-038","Volendam",1,"1",13.88533244,991.2443067,"BL-Blowing","excellent","calm",434302.678,6501836.113,-0.221770812036,10287,990,"1_excellent_990",0.552170524495795,1.81103473589637,178.095513299906,12
"1127","2012-05-27-N-039","2012-05-27-N-039","Volendam",1,"1",13.67706198,1501.939433,"BL-Blowing","excellent","calm",432732.2868,6500589.93,-0.284331552434,10240,1500,"1_excellent_1500",0.271354730339126,3.68521307423036,32.4868560833961,2
"1128","2012-05-27-N-040","2012-05-27-N-040","Volendam",1,"1",13.77718488,4991.646446,"DF-Dive-fluke-up","excellent","calm",437680.0333,6495114.953,-0.254256414775,10026,4990,"1_excellent_4990",0.0211793870555066,47.215719575794,91.8905124011491,9
"1129","2012-05-31-N-028","2012-05-31-N-028","Diamond Princess",1,"1",13.18722486,99.44325515,"BL-Blowing","excellent","calm",436340.8658,6498802.674,-0.431469907541,10171,100,"1_excellent_100",1,1,18.3688417556181,4
"1130","2012-05-31-N-031","2012-05-31-N-031","Diamond Princess",1,"1",12.6958498,867.4673768,"DF-Dive-fluke-up","excellent","calm",437215.9579,6496787.637,-0.579070232459,10101,870,"1_excellent_870",0.658075381082876,1.51958275411318,132.418449655484,24
"1131","2012-05-31-N-033","2012-05-31-N-033","Diamond Princess",1,"1",13.09341835,985.4969183,"BL-Blowing","excellent","calm",438075.4832,6496880.99,-0.459647714033,10101,990,"1_excellent_990",0.552170524495795,1.81103473589637,132.418449655484,24
"1132","2012-05-31-N-034","2012-05-31-N-034","Diamond Princess",1,"1",13.14222961,803.8067057,"BL-Blowing","excellent","calm",437899.2958,6495914.686,-0.444985680034,10074,800,"1_excellent_800",0.72613566945592,1.37715311623416,84.7017007724904,10
"1133","2012-06-01-N-004","2012-06-01-N-004","Island Princess",1,"1",14.77630348,891.8305321,"DF-Dive-fluke-up","excellent","2'",432189.2342,6503095.343,0.0458610352059,10331,890,"1_excellent_890",0.639357835366271,1.56406935941768,60.2431583860709,12
"1134","2012-06-01-N-005","2012-06-01-N-005","Island Princess",1,"1",15.81259133,787.8935342,"BL-Blowing","excellent","2'",431002.7296,6504957.533,0.35714346653,10400,790,"1_excellent_790",0.736091564061879,1.35852664100894,138.271631057948,12
"1135","2012-06-01-N-020","2012-06-01-N-020","Island Princess",1,"1",12.78912669,4984.973176,"BL-Blowing","excellent","1'",425812.6377,6511572.733,-0.551051514392,10633,4980,"1_excellent_4980",0.0212737981336119,47.0061807355422,84.6297088849384,4
"1136","2012-06-03-N-004","2012-06-03-N-004","Volendam",1,"1",15.8513909,1796.447847,"BL-Blowing","excellent","1'",430991.5974,6502787.195,0.368798166991,10308,1800,"1_excellent_1800",0.189725265879769,5.27077927846317,28.9524708943025,2
"1137","2012-06-03-N-005","2012-06-03-N-005","Volendam",1,"1",18.81276095,3991.366389,"BL-Blowing","excellent","1'",425942.663,6512629.003,1.25834103793,10687,3990,"1_excellent_3990",0.0347202414696191,28.8016430091657,30.6395892845835,2
"1138","2012-06-03-N-010","2012-06-03-N-010","Volendam",1,"1",18.03575124,996.4057413,"BL-Blowing","excellent","calm",419446.8303,6516042.349,1.02494114649,10814,1000,"1_excellent_1000",0.544085544487811,1.83794627541773,1.83794627541773,1
"1139","2012-06-03-N-024","2012-06-03-N-024","Volendam",1,"1",18.64819761,3991.366389,"BL-Blowing","excellent","1'",415875.0033,6519090.389,1.2089091387,10910,3990,"1_excellent_3990",0.0347202414696191,28.8016430091657,82.2200393344391,5
"1140","2012-06-03-N-027","2012-06-03-N-027","Volendam",1,"1",18.90587401,3991.017,"DF-Dive-fluke-up","excellent","1'",428115.1655,6509765.354,1.28631054438,10559,3990,"1_excellent_3990",0.0347202414696191,28.8016430091657,113.284277530994,9
"1141","2012-06-03-N-029","2012-06-03-N-029","Volendam",1,"1",18.79400263,691.4948205,"BL-Blowing","excellent","1'",429073.8673,6508052.578,1.25270637238,10513,690,"1_excellent_690",0.835394731525881,1.197038911382,64.3632416097735,12
"1142","2012-06-03-N-030","2012-06-03-N-030","Volendam",1,"1",17.24774156,991.2720658,"DF-Dive-fluke-up","excellent","calm",431719.9219,6504835.107,0.78823705979,10400,990,"1_excellent_990",0.552170524495795,1.81103473589637,138.271631057948,12
"1143","2012-06-03-N-032","2012-06-03-N-032","Volendam",1,"1",12.88685734,602.686561,"DF-Dive-fluke-up","excellent","calm",434955.0792,6501497.457,-0.521694966067,10265,600,"1_excellent_600",0.915233840809523,1.09261694160642,195.693707980603,8
"1144","2012-06-04-N-002","2012-06-04-N-002","Diamond Princess",1,"1",12.53077227,770.0706021,"BL-Blowing","excellent","calm",439705.2768,6479808.966,-0.628656585223,9590,770,"1_excellent_770",0.756089370315376,1.32259497257961,20.1187071023464,14
"1145","2012-06-04-N-006","2012-06-04-N-006","Diamond Princess",1,"1",15.78633626,1170.11306,"BL-Blowing","excellent","calm",425360.0543,6511108.452,0.349256910662,10633,1170,"1_excellent_1170",0.424468727383166,2.35588615954104,84.6297088849384,4
"1146","2012-06-04-N-008","2012-06-04-N-008","Diamond Princess",1,"1",17.16891852,4967.63642,"BL-Blowing","excellent","calm",414544.8195,6520138.036,0.764560021084,10942,4970,"1_excellent_4970",0.0213688164844177,46.7971635550901,53.2631625357795,2
"1147","2012-06-04-N-010","2012-06-04-N-010","Diamond Princess",1,"1",18.10721741,1271.146111,"BL-Blowing","excellent","calm",414478.5997,6520815.193,1.04640831235,10957,1270,"1_excellent_1270",0.368528176450225,2.71349672535843,23.1631784139907,6
"1148","2012-06-04-N-028","2012-06-04-N-028","Diamond Princess",1,"1",13.07049149,2970.165168,"DF-Dive-fluke-up","excellent","1'",429998.4795,6508544.731,-0.466534534836,10538,2970,"1_excellent_2970",0.0661915748766411,15.1076628991479,30.4365360089826,2
"1149","2012-06-04-N-031","2012-06-04-N-031","Diamond Princess",1,"1",13.39395142,796.4143286,"DF-Dive-fluke-up","excellent","1'",429749.2519,6508026.851,-0.369372927232,10514,800,"1_excellent_800",0.72613566945592,1.37715311623416,150.039623436999,4
"1150","2012-06-04-N-033","2012-06-04-N-033","Diamond Princess",1,"1",13.22070258,3968.330008,"BL-Blowing","excellent","1'",432891.7,6502292.408,-0.421413796127,10309,3970,"1_excellent_3970",0.0351064938527765,28.4847585234124,116.203725411064,9
"1151","2012-06-06-N-005","2012-06-06-N-005","Zuiderdam",1,"1",12.92521907,985.1780944,"DF-Dive-fluke-up","excellent","calm",437948.6371,6496546.372,-0.510171784951,10101,990,"1_excellent_990",0.552170524495795,1.81103473589637,132.418449655484,24
"1152","2012-06-06-N-006","2012-06-06-N-006","Zuiderdam",1,"1",12.9556488,1884.876255,"RE-Resting","excellent","calm",435312.3155,6499815.245,-0.5010312355,10218,1880,"1_excellent_1880",0.173740171950968,5.75572125186001,74.6571783994652,11
"1153","2012-06-06-N-012","2012-06-06-N-012","Zuiderdam",1,"1",17.54857707,1985.228878,"DF-Dive-fluke-up","excellent","calm",429044.9263,6508684.53,0.878602694186,10537,1990,"1_excellent_1990",0.154655143464526,6.46599898068941,98.8173310768668,7
"1154","2012-06-06-N-013","2012-06-06-N-013","Zuiderdam",1,"1",17.56999304,1785.697117,"RE-Resting","excellent","calm",427819.328,6508163.647,0.885035670516,10512,1790,"1_excellent_1790",0.191864179366814,5.2120203119737,63.6999605344958,5
"1155","2012-06-06-N-016","2012-06-06-N-016","Zuiderdam",1,"1",17.78973214,295.9539538,"BL-Blowing","excellent","calm",428146.1804,6509311.097,0.951041386307,10559,300,"1_excellent_300",0.999991432945505,1.00000856712789,113.284277530994,9
"1156","2012-06-06-N-018","2012-06-06-N-018","Zuiderdam",1,"1",13.78284154,408.4547038,"DF-Dive-fluke-up","excellent","calm",414253.0543,6522455.494,-0.252557254761,10998,410,"1_excellent_410",0.996952558746973,1.003056756539,26.307491998345,4
"1157","2012-06-06-N-040","2012-06-06-N-040","Zuiderdam",1,"1",18.6047668,685.1433247,"BL-Blowing","excellent","1'",423921.416,6513946.534,1.19586329614,10739,690,"1_excellent_690",0.835394731525881,1.197038911382,3.39822749943625,3
"1158","2012-06-06-N-041","2012-06-06-N-041","Zuiderdam",1,"1",18.50200084,419.1207053,"DF-Dive-fluke-up","excellent","1'",423868.088,6513923.935,1.16499423029,10739,420,"1_excellent_420",0.995867471982864,1.00414967667225,3.39822749943625,3
"1159","2012-06-06-N-042","2012-06-06-N-042","Zuiderdam",1,"1",18.6474477,663.4185318,"BL-Blowing","excellent","1'",425061.4884,6512751.475,1.20868387908,10686,660,"1_excellent_660",0.863742062831041,1.15775304113632,5.79636043126271,3
"1160","2012-06-06-N-044","2012-06-06-N-044","Zuiderdam",1,"1",18.62113411,1191.674662,"BL-Blowing","excellent","1'",425829.3566,6510868.928,1.20077974484,10607,1190,"1_excellent_1190",0.412494105005511,2.42427706933325,64.4666199234555,11
